Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,days_2021,CCDR_2021,CCMR_2021,ISCDR_2021,days_l12m,CCDR_l12m,CCMR_l12m,ISCDR_l12m,CDR_l12m,e0_l12m_M,e0_l12m_F,e0_l12m_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
Ayacucho,Peru,688.1996898,15.70476332,NA,214,4.138863368,5.368615365,7.479881131,365,2.866900449,3.718722855,5.181150637,17.77077055,64.24563178,69.11237846,66.61965455,-2.880555316,-2.388364822,-2.640462392
Cajamarca,Peru,1500.006301,45.03939131,NA,214,3.870575642,4.950466754,6.89729108,365,2.541989322,3.251204677,4.529775904,16.67651141,66.10356358,70.61745477,68.30546172,-2.769239202,-2.345275748,-2.562427761
Callao,Peru,1119.096445,7669.772087,NA,214,11.9595607,15.73166948,21.9183178,365,7.867954579,10.34954912,14.41962068,19.13109376,64.16004596,69.15801833,66.59808126,-8.158444221,-7.053452708,-7.619423971
Cusco,Peru,1350.177422,18.75598094,NA,214,5.141414984,7.391592006,10.29841511,365,3.349189466,4.814986178,6.708531309,16.63919626,63.02055899,67.86276143,65.38260896,-3.619392147,-2.977759134,-3.306400434
Huancavelica,Peru,387.3863235,17.5088281,NA,214,4.301593534,5.354869451,7.460729488,365,2.80598445,3.493049794,4.866729216,19.10420653,64.15713397,68.40818108,66.23081548,-2.607203881,-2.087996822,-2.353932145
Huanuco,Peru,804.8043386,21.59634266,NA,214,4.56281449,6.796188089,9.468862192,365,3.049188334,4.541683095,6.327748848,15.56697551,63.91696257,68.63151028,66.21674194,-3.677617876,-3.091801566,-3.391853822
Ica,Peru,954.3642539,44.74736783,NA,214,11.37173813,15.26737121,21.27142924,365,7.703557598,10.34257668,14.40990626,19.15606419,63.43670373,68.62705542,65.9685826,-8.08820022,-6.958571748,-7.537161941
Junin,Peru,1393.373182,31.43268443,NA,214,7.208637687,10.10319822,14.07638964,365,4.629771898,6.488813174,9.040608784,17.6449361,62.67624699,67.77321981,65.16257519,-4.904112215,-4.10132836,-4.512510335
La Libertad,Peru,1990.97033,78.07757404,NA,214,6.471296274,8.528010091,11.88174183,365,4.372239942,5.761829588,8.027731079,16.72828749,65.36521157,70.23631162,67.74135793,-5.116829754,-4.425062155,-4.779382145
Lambayeque,Peru,1340.72463,92.59454942,NA,214,8.316067165,10.42503239,14.52478856,365,5.411252868,6.783553484,9.451258893,17.82853348,64.88521713,69.77926422,67.27255718,-5.915424054,-5.123121387,-5.528934948
Lima,Peru,10693.43489,307.0345139,NA,214,11.26088994,14.08567901,19.62502386,365,7.339830539,9.181023654,12.79156001,19.39300279,64.42452409,69.42294816,66.86277973,-7.405327204,-6.403179077,-6.916474459
Loreto,Peru,981.1696183,2.660631859,NA,214,5.423624242,9.975822954,13.89892268,365,3.65074492,6.714916696,9.355629949,13.70542787,63.13165768,68.05371756,65.5326625,-4.835979284,-3.985028894,-4.420881533
Madre de Dios,Peru,158.084038,1.853259523,NA,214,6.430390245,16.04862106,22.35991399,365,4.137040071,10.32500142,14.38541934,10.63171713,61.13515108,66.3163933,63.66258631,-7.10934667,-5.88776829,-6.513454777
Moquegua,Peru,197.5214462,12.55382121,NA,214,9.964847187,11.93336038,16.62628277,365,7.001771333,8.38494149,11.68240997,19.99125136,63.91801615,69.09138093,66.44160873,-6.71826568,-5.812975802,-6.276660861
Pasco,Peru,284.5809415,11.37148409,NA,214,5.268198792,8.623286791,12.01448712,365,3.419062412,5.596515412,7.797405325,14.82827186,63.00781062,68.12531419,65.50415382,-4.326774801,-3.666301122,-4.004592518
Piura,Peru,2076.317853,58.22948477,NA,214,7.79727735,10.96176408,15.27259576,365,5.039209187,7.084347491,9.87034338,17.01007194,64.0417959,68.94726075,66.43470558,-5.464800101,-4.695443411,-5.089504154
Puno,Peru,1316.37493,18.28323907,NA,214,4.553037693,5.704402993,7.947720858,365,2.920900355,3.659533229,5.098684053,17.89006471,63.6046639,68.19575033,65.84421825,-2.958412387,-2.475031971,-2.722617062
San Martin,Peru,909.6110642,17.73533424,NA,214,3.965826665,6.798811478,9.472517256,365,2.850668931,4.887041791,6.808923567,13.53519277,63.74556115,68.73554003,66.17969719,-3.756992962,-3.136229551,-3.454181542
Tacna,Peru,371.146283,23.08713751,NA,214,7.605573606,11.5305701,16.06509088,365,5.105803525,7.740747578,10.78487987,15.5413069,63.57888703,68.65903768,66.0570093,-5.99313783,-5.125171536,-5.569739638
Tumbes,Peru,252.0305573,53.97724605,NA,214,8.073583385,12.67437103,17.65870384,365,5.277137878,8.284351603,11.54226202,15.44465671,63.26733292,68.58445093,65.86104903,-6.201495618,-5.251644673,-5.738153693
Ucayali,Peru,552.9170258,5.410185138,NA,214,8.183825826,16.62136662,23.15789792,365,5.092988403,10.34386963,14.41170768,14.07904814,60.29609644,65.73017765,62.94686776,-6.768737248,-5.598734124,-6.198004017
Andalucia,Spain,8349.379562,95.31364013,8.33,214,1.037331541,0.638133868,0.889086879,365,1.049898371,0.645864588,0.899857788,10.38692583,78.37142545,83.83081812,81.03454383,-1.220584461,-1.078080064,-1.151070121
Aragon,Spain,1315.01689,27.556934,10.26,214,1.226983991,0.548851641,0.764693456,365,2.026589939,0.906529525,1.263032016,13.59116365,79.23996038,84.9306381,82.01590073,-1.892335008,-1.781595113,-1.838315547
Asturias (Principado de),Spain,1024.060356,96.57302491,12.64,214,1.090924857,0.432102268,0.602031134,365,1.624904226,0.643605099,0.896709731,15.47599208,78.80692097,84.79890761,81.72984128,-1.28447892,-1.225221818,-1.255573017
Balears (Illes),Spain,1137.723314,227.9093177,6.7,214,0.581666643,0.390030441,0.54341411,365,0.556374289,0.37307092,0.519785074,8.044172931,80.42013216,85.43081625,82.8643683,-0.8153114,-0.727939999,-0.772691204
Canarias,Spain,2136.112961,286.8420788,7.05,214,0.326571427,0.219498789,0.30581905,365,0.309908704,0.208299256,0.29021518,8.275210774,79.65750725,84.80239202,82.16720714,-0.441772845,-0.390565041,-0.416793429
Cantabria,Spain,579.7329059,108.9518711,10.33,214,0.538396501,0.249247613,0.347266918,365,0.619250687,0.2866786,0.399418044,11.82002983,80.18415007,86.1792597,83.10859379,-0.605365788,-0.614364765,-0.609755533
Castilla y Leon,Spain,2401.521003,25.48735994,11.91,214,1.345156073,0.503655572,0.701723546,365,1.739314374,0.651236978,0.907342929,15.02355849,80.30992601,85.65180328,82.9157198,-1.475900753,-1.379828623,-1.4290363
Castilla-La Mancha,Spain,2021.012251,25.43401481,9.54,214,1.637238222,0.812672021,1.132264039,365,1.481435849,0.73533677,1.024515868,11.98053746,79.84639359,85.02118184,82.37068054,-1.588678776,-1.391307666,-1.492400186
Catalunia,Spain,7623.413639,237.3933808,8.41,214,1.36253259,0.739171728,1.029858964,365,1.197232688,0.649496798,0.904918403,10.58468917,79.66641085,85.31711043,82.42284967,-1.380892076,-1.287726357,-1.335445384
Ceuta,Spain,83.67289829,4183.644915,6.29,214,1.182285252,1.036356911,1.443915419,365,1.350497022,1.183806463,1.649351094,8.26177922,77.05159265,81.21590746,79.08296573,-2.136335242,-1.692995813,-1.920072106
Comunitat Valenciana,Spain,4976.319402,213.9892239,8.81,214,1.548863641,0.855717761,1.192237979,365,1.210734182,0.668907653,0.931962786,10.91673049,79.07858264,84.44927092,81.69843058,-1.360259338,-1.196701179,-1.28047487
Extremadura,Spain,1063.075772,25.53383704,10.56,214,1.209723777,0.572824663,0.798094126,365,1.223807404,0.579493498,0.807385553,12.86054583,79.02579397,84.83081893,81.85751346,-1.167640495,-1.066782493,-1.118441469
Galicia,Spain,2697.559136,91.21079075,11.57,214,0.673376141,0.270312892,0.376616346,365,0.676537532,0.271581967,0.378384498,13.69402988,79.99824031,85.92051611,82.88715533,-0.594053805,-0.56312841,-0.578968246
Madrid (Comunidad de),Spain,6611.809049,823.5935536,7.06,214,0.955240002,0.550555924,0.767067966,365,1.070660079,0.617078691,0.859751527,8.94150512,81.04905175,86.27151842,83.59659647,-1.46356444,-1.364872783,-1.415422168
Melilla,Spain,85.18719925,7098.933271,5.78,214,1.081181264,1.053726727,1.468116102,365,1.115191024,1.086872874,1.514297328,7.563330689,76.86339679,81.22134638,78.98922586,-1.864482199,-1.514330018,-1.693676257
Murcia (Region de),Spain,1479.460206,130.7636738,7.65,214,1.004139284,0.656877472,0.915201606,365,0.99157787,0.648660175,0.90375277,9.243120133,79.25046071,84.5005177,81.81146412,-1.301677124,-1.14427605,-1.224896112
Navarra (C. Foral de),Spain,651.0194661,62.65224387,8.51,214,0.60519746,0.308452096,0.429754201,365,1.016866675,0.518268297,0.722082882,10.60689816,80.72846398,86.19734056,83.39620866,-1.146249717,-1.099243423,-1.123319817
Pais Vasco,Spain,2202.965935,304.5294354,9.89,214,1.248062536,0.575896261,0.802373663,365,1.366339784,0.630473194,0.878413562,12.21829033,79.92321313,85.51459464,82.65071631,-1.34489812,-1.306408399,-1.326122646
"Rioja, La",Spain,315.7410548,62.58494644,10,214,1.074981801,0.500299908,0.697048231,365,1.327036803,0.617607098,0.860487735,12.27909719,80.00506772,85.61384818,82.74105819,-1.306590252,-1.277226205,-1.292266327
Alabama,U.S.A.,4944.685616,37.61844948,10.92,214,2.314185663,1.652130417,2.301848483,365,2.016508384,1.439614328,2.005758155,13.39418028,70.97103491,76.80662914,73.81766624,-1.95647558,-1.732430047,-1.847185076
Alaska,U.S.A.,745.4689664,0.504626932,5.96,214,0.418697736,0.417113074,0.581147279,365,0.490966112,0.489107933,0.681454891,7.229534326,75.34344115,80.40355141,77.81178762,-0.916937058,-0.877877408,-0.89788357
Arizona,U.S.A.,7262.285795,24.67367208,8.23,214,2.204614062,1.508499486,2.101733142,365,2.01382876,1.377955309,1.919851062,10.64886939,74.45572399,80.18752019,77.25172214,-2.649964006,-2.324677386,-2.491287606
Arkansas,U.S.A.,3049.575428,22.61036639,10.85,214,1.38760698,0.977511707,1.361928705,365,1.874031365,1.320177561,1.839351594,13.05537541,71.65422223,77.13673673,74.32861955,-1.894165301,-1.633274812,-1.766901648
California,U.S.A.,40011.01516,99.0443494,6.78,214,1.642559356,1.273797629,1.774732255,365,1.384693684,1.073823924,1.496116738,8.633123706,76.46397289,81.63048686,78.98422361,-2.216964523,-1.930124512,-2.077042566
Colorado,U.S.A.,5762.204408,21.44812677,6.79,214,0.630774141,0.520221344,0.724803986,365,0.889069467,0.733246471,1.021603537,8.150083182,76.42585606,81.38670779,78.84578373,-1.435325896,-1.207462291,-1.324172918
Connecticut,U.S.A.,3613.793665,287.9608645,8.73,214,1.084590418,0.691111155,0.962898054,365,1.06868304,0.680974825,0.948775503,10.3675733,76.44206701,81.80058264,79.05597707,-1.31938715,-1.157922332,-1.240623825
Delaware,U.S.A.,979.2538599,193.4328612,9.54,214,1.579759902,1.03017373,1.435300635,365,1.278524447,0.833735745,1.161611299,11.31471891,74.43612538,80.10335461,77.20062744,-1.456965531,-1.282727081,-1.371971165
District of Columbia,U.S.A.,712.3303507,4477.249219,7.15,214,0.869169078,0.793626642,1.10572886,365,0.793171314,0.724234102,1.009046956,8.507267727,73.60925737,79.88042878,76.66836537,-1.290372661,-1.286268066,-1.288370419
Florida,U.S.A.,21586.29515,154.3498899,9.7,214,1.375307969,0.774450976,1.079012156,365,1.505260619,0.847628736,1.180967858,11.66004799,75.37793767,81.10821261,78.17319374,-1.77079995,-1.589909211,-1.682560565
Georgia (USA),U.S.A.,10628.51002,70.85224615,7.97,214,1.723819753,1.48519729,2.069267107,365,1.694028605,1.459530028,2.033505918,10.14532129,72.96653238,78.36428382,75.59958186,-2.289766711,-1.945757319,-2.121957252
Hawaii,U.S.A.,1439.609391,86.53318852,7.98,214,0.295007982,0.177415198,0.247185634,365,0.354957396,0.213468246,0.297416931,8.775676691,78.48884191,84.78701354,81.56112075,-0.526658921,-0.537915288,-0.532149832
Idaho,U.S.A.,1774.65463,8.280203569,8.16,214,0.731391488,0.546995248,0.762107016,365,1.138249644,0.851277539,1.186051593,9.694776397,75.86625228,80.14255596,77.95225407,-1.554123999,-1.235061764,-1.398483885
Illinois,U.S.A.,12887.40289,89.50418228,8.57,214,1.044878564,0.749124155,1.043725291,365,1.412464571,1.012664404,1.410905579,10.49518582,74.87463089,80.13196067,77.439182,-1.790230016,-1.544643149,-1.670431544
Indiana,U.S.A.,6767.587151,72.84526274,9.84,214,1.447132916,1.057162425,1.472902925,365,1.634112683,1.193755257,1.663212358,11.81033879,72.82464838,78.3565764,75.52314985,-1.784616194,-1.58048688,-1.685040919
Iowa,U.S.A.,3194.037144,22.07107123,9.71,214,1.223922002,0.79609012,1.109161127,365,1.664977506,1.082971089,1.508861123,11.61497765,75.01380804,80.0977688,77.4937889,-1.877639386,-1.619101996,-1.751523586
Kansas,U.S.A.,2945.539241,13.8991931,9.29,214,1.462095232,1.021954913,1.42384968,365,1.664890398,1.163701847,1.621340122,11.34511152,74.34497884,79.32625293,76.77486864,-1.962687167,-1.669213694,-1.819529375
Kentucky,U.S.A.,4519.892634,43.92223863,10.82,214,1.77772294,1.288883511,1.795750822,365,1.460875409,1.059162923,1.475690141,12.94602792,71.484587,76.74934194,74.05276014,-1.458223439,-1.249846095,-1.356575954
Louisiana,U.S.A.,4713.233904,41.77058341,9.78,214,1.270547563,0.9862125,1.374051179,365,1.500880318,1.164999229,1.623147712,11.50915374,71.96247918,77.75030264,74.7858077,-1.735922881,-1.522047928,-1.631593635
Maine,U.S.A.,1355.887065,16.96150026,10.99,214,0.695633846,0.393815313,0.548687423,365,0.573794101,0.324838857,0.452585233,12.35103146,75.48458029,80.65426063,78.00637558,-0.574994895,-0.481219924,-0.529251007
Maryland,U.S.A.,6109.605046,241.3308835,8.25,214,1.097968552,0.817441574,1.138909269,365,1.037710286,0.772579076,1.076404111,9.667869238,74.96018369,80.53112698,77.677717,-1.43110151,-1.271374923,-1.353186102
Massachusetts,U.S.A.,6985.561015,344.1112208,8.57,214,1.38171189,0.938987137,1.308253933,365,1.360234343,0.924391373,1.287918229,10.28656879,75.66447721,81.19396168,78.3617867,-1.717916094,-1.502001672,-1.612591986
Michigan,U.S.A.,10114.52751,68.74280431,9.8,214,1.377702821,0.929270813,1.29471656,365,1.457804133,0.983299744,1.36999295,11.78039653,73.93925922,79.11662532,76.46480366,-1.618908539,-1.378632644,-1.501700786
Minnesota,U.S.A.,5677.123817,27.5312287,9.96,214,0.714735193,0.50298865,0.70079435,365,1.07924368,0.759508315,1.058193133,9.413525248,76.94136516,81.6704129,79.24821772,-1.489705822,-1.263215298,-1.379222639
Mississippi,U.S.A.,3019.797921,24.85299475,10.82,214,1.556612174,1.19539628,1.665498731,365,1.964369854,1.508532732,2.101779464,12.99331239,70.32397227,76.53589584,73.35417889,-1.94062159,-1.77545259,-1.860051346
Missouri,U.S.A.,6200.299778,34.74608441,10.12,214,1.212573267,0.828047441,1.153686008,365,1.426866493,0.974384955,1.357572325,11.87029975,73.43257469,78.83257875,76.06672301,-1.566105362,-1.372408097,-1.471618892
Montana,U.S.A.,1076.137213,2.854544268,9.71,214,1.177606666,0.758730179,1.057108988,365,1.532332476,0.987279478,1.375537758,11.4454072,74.83145782,79.57971287,77.1476798,-1.782764189,-1.446272504,-1.618621904
Nebraska,U.S.A.,1952.140757,9.804175498,8.79,214,0.54956442,0.386897118,0.539048573,365,0.999927896,0.703956091,0.980794399,10.05963661,76.16312685,80.70149316,78.37696407,-1.302142982,-1.095123896,-1.201158062
Nevada,U.S.A.,3070.509339,10.7965868,8.22,214,1.549790062,1.197967286,1.669080814,365,1.664544685,1.286671097,1.792668352,10.4286404,73.78716866,79.13094718,76.39388989,-2.1870598,-1.898108271,-2.046107835
New Hampshire,U.S.A.,1372.566998,59.08418595,9.31,214,0.780378296,0.492554316,0.686256602,365,0.708162152,0.44697338,0.622750472,10.75122782,75.52031068,81.2176379,78.29949469,-0.807946946,-0.718706093,-0.764414823
New Jersey,U.S.A.,9008.043313,468.8075501,8.31,214,1.432377722,0.97792158,1.362499765,365,1.198706492,0.818388145,1.14022809,10.07393519,76.05495259,81.1196131,78.52551869,-1.577391888,-1.344769208,-1.46391741
New Mexico,U.S.A.,2121.624299,6.749585789,8.94,214,1.553969406,1.063255261,1.481391835,365,1.779297117,1.217428743,1.696195698,11.24370577,73.07042235,79.21008825,76.06538132,-2.153988877,-1.935925302,-2.047616401
New York,U.S.A.,19779.54009,161.7168556,7.83,214,1.350979457,0.918031895,1.279057818,365,1.060034758,0.720326067,1.003602044,9.628160389,76.59453554,81.80195933,79.13474227,-1.456406164,-1.29825899,-1.379261201
North Carolina,U.S.A.,10501.12334,83.22349013,9.07,214,1.118596393,0.824082215,1.148161415,365,1.115404478,0.821730697,1.144885136,10.62921021,74.17753653,79.36823558,76.70958485,-1.375866104,-1.181016411,-1.280817473
North Dakota,U.S.A.,769.9672239,4.308829918,8.49,214,0.615816964,0.423711036,0.59033996,365,1.905275906,1.310919435,1.82645261,10.80365661,74.97439868,80.11211297,77.48060077,-2.454400743,-2.086588153,-2.274979968
Ohio,U.S.A.,11827.21457,111.5068049,10.61,214,1.662746041,1.117615612,1.557129979,365,1.441590486,0.968965791,1.350022016,12.36955993,73.0531966,78.48672099,75.7036963,-1.504765147,-1.30131682,-1.405522061
Oklahoma,U.S.A.,3989.492189,22.42832529,10.29,214,2.135914685,1.578089408,2.198690051,365,1.741825694,1.286922506,1.79301863,12.38960137,71.87151261,77.08271574,74.41356292,-1.878743897,-1.612654896,-1.748944384
Oregon,U.S.A.,4244.225318,17.0693214,8.84,214,0.554976173,0.377942197,0.526572033,365,0.598931444,0.407876007,0.568277637,9.849254501,76.50188697,81.20924124,78.79815735,-0.769767328,-0.649899679,-0.711295304
Pennsylvania,U.S.A.,12966.16963,111.6976917,10.59,214,1.566544324,0.970186546,1.351722846,365,1.59353152,0.986900158,1.375009266,12.5709775,73.90724323,79.51140725,76.64098178,-1.625062539,-1.439017049,-1.534308642
Rhode Island,U.S.A.,1070.329255,395.4661943,9.59,214,1.534574518,0.979331366,1.364463965,365,1.619127939,1.033291481,1.439644475,11.38121389,75.35786746,80.44387877,77.83884859,-1.87929597,-1.628514734,-1.75696366
South Carolina,U.S.A.,5145.408473,65.97709479,9.84,214,1.527466535,1.081715229,1.507111384,365,1.600844723,1.133679905,1.579511728,11.94362713,72.62398193,78.3793635,75.43148513,-1.753619674,-1.531053829,-1.645050969
South Dakota,U.S.A.,893.1318086,4.543567597,9.19,214,1.063698947,0.704046812,0.980920797,365,2.145260063,1.419916332,1.97831371,11.67095675,74.24151441,79.79763607,76.95181766,-2.44257256,-2.217044115,-2.332558685
Tennessee,U.S.A.,6847.751908,64.1424515,10.44,214,1.448872393,1.065104588,1.483968429,365,1.707275637,1.255063678,1.748630975,12.45696256,71.95242045,77.30427078,74.56307915,-1.812753727,-1.546086405,-1.682672107
Texas,U.S.A.,28999.32054,42.74928027,7,214,1.491088755,1.368297951,1.906395845,365,1.615693028,1.482641092,2.065705656,8.899010116,74.05351955,79.29942309,76.61249688,-2.52511113,-2.188471818,-2.360896832
Utah,U.S.A.,3194.496883,15.01064012,5.81,214,0.631094069,0.657791575,0.91647519,365,0.673345468,0.701830357,0.977832697,6.896112996,76.26680163,80.42835395,78.29682715,-1.317586035,-1.0084485,-1.166787237
Vermont,U.S.A.,634.3248119,26.47896592,9.63,214,0.333418027,0.206170746,0.287249611,365,0.320025319,0.197889297,0.275711392,10.468949,76.4713423,81.55743551,78.95236338,-0.36989704,-0.314397555,-0.342824121
Virginia,U.S.A.,8614.990303,84.00098971,8.1,214,1.286878825,0.965746684,1.34553696,365,1.090076677,0.818055217,1.139764234,9.67404474,75.49310461,80.36935173,77.87176174,-1.491276922,-1.264955184,-1.380876074
Washington,U.S.A.,7627.572498,44.23181191,7.7,214,0.5950283,0.453506842,0.631853288,365,0.597568886,0.455443175,0.634551105,8.543067877,77.03713265,81.7030932,79.31321097,-0.891849998,-0.760134295,-0.827598435
West Virginia,U.S.A.,1828.890267,29.31656199,12.82,214,1.499607097,0.907144431,1.26388874,365,1.549573559,0.937370214,1.306001138,14.92876861,71.18679163,76.83746504,73.94321768,-1.313745438,-1.11816935,-1.218342469
Wisconsin,U.S.A.,5882.865792,41.8196163,9.09,214,0.883700525,0.589717886,0.821630791,365,1.252960761,0.83613549,1.164954769,10.81910299,75.63665833,80.4176328,77.968841,-1.488574641,-1.265050997,-1.379538717
Wyoming,U.S.A.,584.6326195,2.324575586,8.23,214,0.986081358,0.717320402,0.99941437,365,1.282856917,0.933208435,1.300202694,9.976984762,75.13535679,79.89619907,77.45771887,-1.726626142,-1.521345151,-1.626489073
